,video_id,comments
132,vVwHvG-fFIo,"['Will never stop returning to the most legendary piece of filthy content.\n\nAlso papito means ‘little daddy’ loool', 'Best episode all the goats of filthy chatting shit we love to see it', 'I revisit this one on a regular', ""46:14 🤣🤣🤣🤣🤣🤣\nOwen Coyle, Google that man's face🤣\nThis might be my favourite one liner in Filthy at five history🤣🔥"", '1yr later and PK’s goat story still has me in tears', '36:35 walter samuel is an underrated joke ahahahaha', '46:17', 'elite ep', 'Best Ever Filthy @Five !', 'When i heard PK say UMBILICAL CORD i had to lock it off 💀💀💀']"
133,dWFu5VIhh50,"['Big up all the battle rap dons', 'Savage Dan after pouring the wray looked like he was contemplating his life choices before backing it loool', '21:16 What did Dan say????', 'Well this aged well', 'STAY 😎 LIPPY😍', 'Sheesh they was completely right bout United and Sancho', 'This episode doesn’t age well for Harry pinero and United 😂', '13:20', ""Tell Dan to move his Mug away from the mic before he laughs Jesus Christ RIP Tego's right eardrum"", 'I feel bad for skits Yano']"
134,8kFWUQPsDNE,"['harry saying maguries world class lol joker', 'That discussion in the last part was good man, thanks for that', '21:10', ""lol mbappe literally won the World Cup at 18...,y'all just making excuses"", 'Henderson is  not the sub you put on,, Sancho Grealish were the men', 'john Branes was the best ever class player for England They should have played the team around Barnes', 'FAKEGATE likes his pets  Kane and Sterling   Fakegate blew it twice Croatia  He froze at the vital moment 13 minutes from time no subs used same as the Euro final  He is shite Kane is overrated', 'Fakegate,,,, aka southgate.  Jack Grealish was the man to win  Sterling poor kane a lump as always,,,,, ball control and close passing  England poor technically PICKFORD is a liability', 'Miles upset boy 😂😂😂😂😂 proper English man 😂😭😂😭😂😭😂😭', ""Don't worry Miles, keep doing ur ting""]"
135,RYM7DKvHpvc,"['Giroud is the king', 'Greenlish is 🗑️ a year later', 'Mbappe needs to play in the PL.', '31:25💀💀', 'The eternal always heated debate of all time..Scholes, Lampard and Gerrard🤔', 'Lippy with the Russia kit 😳', ""Man said Gilberto Silva was better than Casemiro 😅. Casemiro is part of one of the greatest midfield trios of all time. *4 Champions Leagues!* Casemiro does not just stand in front of the defence either - he's a COMPLETE midfielder. His work rate is insane, he does the most running, he scores goals, his passing range is excellent, he's a physical beast, he's a defensive rock... Technically, tactically and physically, there's hardly any footballers on the planet more complete than Casemiro. That guy never stops running and plays almost every single game."", ""Kanté is a better player to have in your team, but he's not a better footballer than Makélélé. Kanté can't make a forward pass. Makélélé was technically and tactically better than him and could play as a deep-lying playmaker, controlling the tempo of a game or even make a cutting pass. Kanté is better in a team due to his *insane* work rate which makes him almost like 2 players in 1. However, fielding a player like Kanté means you need an *incredibly* gifted passer in midfield, like Pogba or Jorginho, because Kanté is so 1-dimensional. Without that playmaker next to him, there's no creativity. Makélélé was more of a hybrid, with both the work rate AND the passing. He was stationary at Chelsea, but ran A LOT at Madrid. Kanté is a dream for a coach but Makélélé, as an individual footballer, was way better than Kanté. Makélélé actually used to be a winger before Madrid."", 'Watching these all over again makes me wonder what these guys are smoking scholes being compared to Jwp. Scholes is better then lamps and kdb easily', 'Pogba or Ozil?']"
136,xN4D1_oEd1o,"['Ep made me wanna kms', '17:03', '48:51', 'I didn’t want this episode to end', '48:46', '30:47', '20:25', '19:05', '17:06', 'best episode']"
137,83Xl8onankk,"['Ndidi is so disrespected man', 'Wild how Iheanacho, soucek and gundogan all had like 10 game streaks where they scored mad', ""Good Friends you can't Trust 😯"", 'pk has been a great signing', 'I swear this videos been done repeatedly. Boring.', 'Is Poet taking the piss? He’s got some of the worst takes', 'We need to see PK with lippy, specs, loons and Margs. Rest of the line up in this vid was a bit meedy', 'No behaviour still on strike ? Shits boring', ""The Wan Bissaka being great defensively is a lazy argument. Yes, 1 vs 1, he's amazing, chasing back he's great. But his defensive positioning is awful, I can't tell you how many times we've conceded backpost goals on his side."", 'Mohammed Kudus, that’s the Ghanaian player at Ajax.']"
138,L8mOfQL8-Mg,"['Talkin mad ish about Portugal but we won it so 🤷🏽\u200d♂️', 'The time football is buzzing internationally these uneducated idiots are doing nothing. Sad pathetic state of these so called youtubers and influences.', 'Great episode', 'Mad disrespectful to Wales and Scotland saying they shouldn’t be in the tournament. A good team isn’t just made of superstars from the prem🙄', 'Seriously, do you think that black people are the only ones that experience racism? lol', 'Where is lippy neckshot', '45:43🤣🤣🤣🤣🤣🤣🤣🤣', 'I thought ""Lupin"" was on Filthy for a second.', 'Some of these takes look mad a few games later lol guess that what happens if you have to talk about football every week. Your gonna have a bag of howlers in with the good takes', 'Looking at the comments and 4 days later, no girls have commented 😂😂😂😂\n\nLlow it lool']"
139,-8j4RLSidrQ,"[""Poet top job as always. Can't wait to have you back on FIVE!!! 🔥🔥🔥"", 'Dithering Dave Moyes  he was known at Everton a very dour management who suffocated talent Rio was right  hE has pre season players wading through the freezing cold rivers of Austria to see the character of theplayers  BUL SHIT I say', ""Such a shame that the road man language meant I couldn't watch this.\nWhy don't these people grow up and or have a certain shame.\nRio flirts with stuff but he stops at a certain point, which for me is the maximum."", 'No idea who the guy presenting this is, came here for Rio. I (rightly or wrongly) like a lot of people judge a book by its cover but really impressed with his attitude, knowledge presenting style 👏👏👏', 'Top professional - respect to Rio from ends to Champions League winner', 'I was not born when rio was playing but I watch his highlights on YouTube and I can say he benches de ligt from piemonte calcio', 'Did poet just say the ""Caribbean Cup"" 🤣🤣🤣', 'Just worked out it’s Fellaini who they had committed to.. Nice one Davey Moyes.. 😳🤣', 'Laserdrome you know!! 🔥🔥🔥... I saw Rio in Collers Twice as Nice a few times 💯', 'This interviewer is irritating. How can I make Rio’s responses about me?']"
140,Lt4H4_u7Fk0,"['bet jordy regrets saying no to italy', '15:55 he called it 🤷🏽\u200d♂️', 'These man all really spoke shit about Italy at first.....🤣🤣🤣🤣', 'This was a howler', 'Miles said Italy could win and no one else agreed. Italy did end up winning 😂 Wiles!!', 'Guys need to own their howlers😂 England Finalists 2021 lost on pens, way better then anyone’s expectation🤞🏾', 'Make the culture podcast rn man', ""Here after the Euros, 15:56 Lippy and Tego with a collective L for that one...But then ofc Miles somehow ends up getting an even bigger L drawing World cup winners France I'm finished 😂😂"", 'The benefit of hindsight… Tego reeks of howlers though', ""Swr Tego don't use that laptop to do shit""]"
141,1eW3EBPjNio,"['I want to start again.', 'You don’t realise how good United were for two decades until you see the hurt it caused rival fans. Miles would put his Nan in a team before a United player 😂', 'Looking back on this a year later having watched us at the Euros..Man really owe Sterling an apology literally carries us through that tournament', 'I rewatched this and these men were really tryna make jordan Henderson out to be this great midfielder like he wasn’t shit before klopp', 'Watching this again and Kalvin Phillips was slept on', 'i do not ever agree with lippy in fact i border line despise him but i fuck with him on the jordan henderson opinion, man was speaking straight facts and then he asked tego whats his best 2 attributes and man said "" movement""  -_- yh long day, cut the ting off', 'Just came here to say!!I was completely wrong about Sterling Impact! Egg on my Face!! Subscribing to this Channel', 'I agree with Lippy he’s right on point all his points add up', 'Why cant these man get more mics for goodness sake🤣🤣🤣', ""Except the Man Utd people here, none of them have seen Shaw play this season. He has been, without a shadow of a doubt, the best Left Back in England, no contest. Luke Shaw getting skinned? Have you even seen him? He almost never gets caught out in defense. And have you seen his marauding runs on the left side? He was our Players' Player of the Season. Get the fuck out of here""]"
142,JU1LK2b2Ydw,"[""Nile Ranger wasn't much different to the average mid team Prem/ Championship striker that never made it. It's because of his attitude problems why people remember him and not the others but he wasn't a Francis Jeffers for example. Newcastle were in the Championship and he didn't do anything, while other 18/ 19 year old Strikers doing stuff in that League. Unfortunately that Road culture doesn't translate well in Britain, you can kind of get away with it when you're White but you stand no chance as a Black player. Needed the right people around him now he's just stuck in his ways"", 'he is and always will be an absolute prick!  met him a few times !', ""Yes Kyle! Hope you're doing well bro 🙏 Sean from The Foundation"", ""Why's everyone going on like this guy was sick, his goal record was poor at Newcastle am I missing something?"", 'what a waste of talent the only way this guys going is streight to prison', 'keep going Nile wish you well !!x', 'Talented guy and has pissed it all away such a shame really.', 'He would’ve been a top player if he’d kept his ‘head game’ together. Time waits for nobody;  waste of God given talent.', 'this man is just an idiot, and bad example of black brits', 'Want nile ranger on baller talk👀']"
143,ShlyO4xyMX0,"['Wonder adult is elite', 'You pronounce de Vrij as The Fry', 'Barella Is cold ⚫️🔵', 'Here now wow specs was right the whole time he knows ball', 'Why was tego so rattled. Specs team was actually better than Tegos that’s the funny thing', 'Tego pressured skitz to hurry up just for him to then go poet you’re telling people to hurry up', 'Was gonna Specs was ahead of tego, then i saw the full 11. Shocking. Making it out of groups is the ceiling lol', 'Everyone hated on Raheem just for him to be player of the tournament', 'Skits said Berahino is trappin', 'yuckademus and pliers lmaooooooooooooooooooo fucking dead']"
144,Les45zD6M-s,"['13:52', '13:20', 'Bring back this format please', 'Man said doggy ruined dem 😅🤣😂', 'Man said u have no gyal your arsenal😳🤕like dam u  just gotta  laugh thru da pain still 🤣😂', 'Bring these back tego', 'Why is Loonz shoulders so high', 'Arsenal fans always support the club. Even tho the fanbase is very delusional with the exception of a few people with sense. They have every right to be outraged.', 'If I was happy with mediocrity, losing and failure I would be a West Ham fan.', 'I missed this 😩😩']"
145,cjBdD96djRU,"[""If lewisham is east of South than Brixton is west of south. Can't talk about gentrification in lewisham, New cross and deptford and be from Brixton = the home of gentrification in south London. Come on  tego do better"", '42:06', 'The fact that specs guessed Dan burn making a jump is wild looking back', '7:04 ‘pollack’ is a slur, miles werent saying it maliciously and thats what the poles are called in the Wire. but might want to cut that part out', 'How the fuck was copa not picked', ""We're they seriously taking the piss out of Miles for not going pen, the fuck"", 'Forgot about ferran Torres🤦🏾\u200d♂️🤦🏾\u200d♂️', 'the miles being a snitch thing was yhe funniest shit', 'what episode did jordz walk off', 'This is the best lineup btw no poet no jordy']"
